,tic,datadate,fyearq,fqtr,actq,lctq,dvpspq,saleq,cshoq,prccq,epsfiq,oancfy,ivncfy,fincfy,lastactq1,lastlctq1,lastdvpspq1,lastsaleq1,lastcshoq1,lastprccq1,lastepsfiq1,lastoancfy1,lastivncfy1,lastfincfy1,lastactual1,meanest,actual
25258,TDG,31/12/2019,2019,4,4865.247,1538.756,30,1541.32,53.462,520.67,4.63,1015.472,-3888.98,2271.353,5411.195,1380.64,0,1520.883,53.289,483.8,2.57,768.356,-4037.365,3911.64,5.62,4.44,4.93
25259,TDG,31/03/2020,2020,1,6652,3350,0,1465,53.632,560,2.07,433,877,1414,4865.247,1538.756,30,1541.32,53.462,520.67,4.63,1015.472,-3888.98,2271.353,4.93,4.36,5.1
25260,TDG,30/06/2020,2020,2,5200,1656,32.5,1443,54.035,320.19,5.56,594,854,-248,6652,3350,0,1465,53.632,560,2.07,433,877,1414,5.1,0.92,1.54
25261,TDG,30/09/2020,2020,3,6771,1651,0,1022,54.183,442.05,-0.1,991,842,1245,5200,1656,32.5,1443,54.035,320.19,5.56,594,854,-248,1.54,1.98,2.89
25262,TDG,31/12/2020,2020,4,6960,1616,0,1173,54.414,475.12,1.43,1213,799,1230,6771,1651,0,1022,54.183,442.05,-0.1,991,842,1245,2.89,2.07,1.97
25319,CME,30/06/2017,2017,1,46368.5,44804.8,3.91,929.3,338.509,118.8,1.18,518.7,224.2,-1323.7,40031.5,38945.6,0.6,912.9,338.243,115.35,1.1,1716,53.7,-1593.7,1.22,1.2,1.23
25320,CME,30/09/2017,2017,2,49496.9,47669.6,0.66,924.6,338.676,125.24,1.22,823,204.8,-1534.1,46368.5,44804.8,3.91,929.3,338.509,118.8,1.18,518.7,224.2,-1323.7,1.23,1.16,1.19
25321,CME,31/12/2017,2017,3,49392.5,47223,0.66,890.8,339.118,135.68,0.91,1330.2,200.8,-1768.5,49496.9,47669.6,0.66,924.6,338.676,125.24,1.22,823,204.8,-1534.1,1.19,1.09,1.12
25322,CME,31/03/2018,2017,4,46906.5,45672.9,0.66,900,339.238,146.05,8.63,1840.4,179.9,-1985.3,49392.5,47223,0.66,890.8,339.118,135.68,0.91,1330.2,200.8,-1768.5,1.12,1.83,1.86
25323,CME,30/06/2018,2018,1,41054.8,39445.3,4.2,1109,339.438,161.74,1.76,825,-17.4,-1435.3,46906.5,45672.9,0.66,900,339.238,146.05,8.63,1840.4,179.9,-1985.3,1.86,1.72,1.74
25324,CME,30/09/2018,2018,2,40300.5,37179.6,0.7,1059.6,339.523,163.92,1.66,1347.8,-7.7,-510.3,41054.8,39445.3,4.2,1109,339.438,161.74,1.76,825,-17.4,-1435.3,1.74,1.43,1.45
25325,CME,31/12/2018,2018,3,41514.8,38154.1,0.7,904.2,339.863,170.21,1.21,1930.4,-38.9,-767.8,40300.5,37179.6,0.7,1059.6,339.523,163.92,1.66,1347.8,-7.7,-510.3,1.45,1.72,1.77
25326,CME,31/03/2019,2018,4,41886.7,41272.6,0.7,1236.6,356.827,188.12,1.09,2440.8,-1889.6,-1080,41514.8,38154.1,0.7,904.2,339.863,170.21,1.21,1930.4,-38.9,-767.8,1.77,1.6,1.62
25327,CME,30/06/2019,2019,1,35605.2,34272.4,2.5,1179.6,357.016,164.58,1.39,669.2,-48.6,-997.7,41886.7,41272.6,0.7,1236.6,356.827,188.12,1.09,2440.8,-1889.6,-1080,1.62,1.76,1.76
25328,CME,30/09/2019,2019,2,34462.4,32934.7,0.75,1272.7,357.146,194.11,1.43,1142.9,-89.9,-1487.3,35605.2,34272.4,2.5,1179.6,357.016,164.58,1.39,669.2,-48.6,-997.7,1.76,1.75,1.9
25329,CME,31/12/2019,2019,3,43692.3,41913.5,0.75,1277.3,357.45,211.34,1.78,1953.1,-136.7,-1977.5,34462.4,32934.7,0.75,1272.7,357.146,194.11,1.43,1142.9,-89.9,-1487.3,1.9,1.55,1.52
25330,CME,31/03/2020,2019,4,39567.8,38522.5,0.75,1138.4,357.472,200.72,1.31,2672.8,-152.6,-2340.8,43692.3,41913.5,0.75,1277.3,357.45,211.34,1.78,1953.1,-136.7,-1977.5,1.52,2.24,2.33
25331,CME,30/06/2020,2020,1,102416.6,101053.7,3.35,1522.1,357.68,172.91,2.14,757.1,-43,-1413.9,39567.8,38522.5,0.75,1138.4,357.472,200.72,1.31,2672.8,-152.6,-2340.8,2.33,1.62,1.63
25332,CME,30/09/2020,2020,2,81786.2,80201.4,0.85,1182.3,357.73,162.54,1.4,1743.9,-79.5,-1810.5,102416.6,101053.7,3.35,1522.1,357.68,172.91,2.14,757.1,-43,-1413.9,1.63,1.41,1.38
25333,CME,31/12/2020,2020,3,90349.3,88630.9,0.85,1080.7,358.033,167.31,1.15,2055.3,-123.4,-2151.2,81786.2,80201.4,0.85,1182.3,357.73,162.54,1.4,1743.9,-79.5,-1810.5,1.38,1.4,1.39
25388,WYNN,30/06/2017,2017,1,3081.41,1508.17,0.5,1423.757,102.235,114.61,0.99,414.584,-122.455,-201.036,2990.367,1416.301,0.5,1300.433,101.8,86.51,1.12,970.546,-1288.25,691.866,1.24,1.14,1.18
25389,WYNN,30/09/2017,2017,2,3040.189,1539.909,0.5,1472.892,102.563,134.12,0.73,803.552,-397.286,-369.036,3081.41,1508.17,0.5,1423.757,102.235,114.61,0.99,414.584,-122.455,-201.036,1.18,1.4,1.52
25390,WYNN,31/12/2017,2017,3,3556.552,2062.058,0.5,1551.347,102.783,148.92,0.78,1277.505,-663.159,-128.043,3040.189,1539.909,0.5,1472.892,102.563,134.12,0.73,803.552,-397.286,-369.036,1.52,1.39,1.4
25391,WYNN,31/03/2018,2017,4,3423.784,1930.29,0.5,1622.164,103.006,168.59,4.77,1876.577,-957.633,-563.712,3556.552,2062.058,0.5,1551.347,102.783,148.92,0.78,1277.505,-663.159,-128.043,1.4,1.96,2.3
25392,WYNN,30/06/2018,2018,1,2448.299,2098.909,0.5,1715.578,103.202,182.36,-1.99,-53.646,-408.113,-307.247,3423.784,1930.29,0.5,1622.164,103.006,168.59,4.77,1876.577,-957.633,-563.712,2.3,1.96,1.53
25393,WYNN,30/09/2018,2018,2,1888.458,1746.819,0.75,1605.424,108.642,167.34,1.44,53.302,-748.418,-658.248,2448.299,2098.909,0.5,1715.578,103.202,182.36,-1.99,-53.646,-408.113,-307.247,1.53,1.7,1.68
25394,WYNN,31/12/2018,2018,3,2336.32,2047.405,0.75,1698.372,108.731,127.06,1.44,497.889,-928.893,-423.72,1888.458,1746.819,0.75,1605.424,108.642,167.34,1.44,53.302,-748.418,-658.248,1.68,1.31,1.06
25395,WYNN,31/03/2019,2018,4,2641.376,1882.063,0.75,1687.586,107.232,98.91,4.31,961.489,-1222.81,-324.257,2336.32,2047.405,0.75,1698.372,108.731,127.06,1.44,497.889,-928.893,-423.72,1.06,1.59,1.61
25396,WYNN,30/06/2019,2019,1,2241.827,1877.93,0.75,1651.546,107.66,119.32,0.98,263.858,-310.875,-343.109,2641.376,1882.063,0.75,1687.586,107.232,98.91,4.31,961.489,-1222.81,-324.257,1.61,1.43,1.44
25397,WYNN,30/09/2019,2019,2,1967.323,1975.348,1,1658.332,107.61,123.99,0.88,509.444,-636.561,-585.895,2241.827,1877.93,0.75,1651.546,107.66,119.32,0.98,263.858,-310.875,-343.109,1.44,0.94,0.17
